language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
C,./Projects/HumanEvalX\20\ExecutionsExp7Run4\08-22-2024_22h46m43s\PythonToC.c,PythonToC.c,3221225477,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]",
Java,./Projects/HumanEvalX\20\ExecutionsExp7Run4\08-22-2024_22h46m43s\PythonToJava.java,PythonToJava.java,0,"[[1.0, 2.0, 5.9, 4.0, 5.0]]","[5.0, 5.9]","[3.9, 4.0]"
C#,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\JavascriptToC.c,JavascriptToC.c,0,"[[2.0, 49.9]]","[0.0, 1.0]","(0.0, 1.0)"
Java,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\JavascriptToJava.java,JavascriptToJava.java,0,"[[100.0, 49.9]]","[1.0, 0.0]","[0.0, 1.0]"
C#,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\JavaToC.c,JavaToC.c,0,"[[2.0, 49.9]]","[0.0, 1.0]","[1.0, 0.0]"
C#,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\PythonToC#.cs,PythonToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C++,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\PythonToC++.c++,PythonToC++.c++,3,"[[2.0, 49.9]]","[0.0, 1.0]",
C,./Projects/HumanEvalX\21\ExecutionsExp7Run4\08-22-2024_22h53m49s\PythonToC.c,PythonToC.c,3221225477,"[[2.0, 49.9]]","[0.0, 1.0]",
C#,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavascriptToC#.cs,JavascriptToC#.cs,0,[2],[2],2
C++,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavascriptToC++.c++,JavascriptToC++.c++,0,[2],[2],2
C,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavascriptToC.c,JavascriptToC.c,0,[2],[2],2
C#,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavaToC#.cs,JavaToC#.cs,0,[2],[2],2
C++,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavaToC++.c++,JavaToC++.c++,0,[2],[2],2
C,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\JavaToC.c,JavaToC.c,0,[2],[2],2
C,./Projects/HumanEvalX\25\ExecutionsExp7Run4\08-22-2024_23h13m37s\PythonToC.c,PythonToC.c,0,[2],[2],2
Java,./Projects/HumanEvalX\26\ExecutionsExp7Run4\08-22-2024_23h19m49s\C++ToJava.java,C++ToJava.java,0,"[[1, 2, 3, 2, 4, 3, 5]]","[1, 4, 5]","[1, 2, 3, 4, 5]"
C++,./Projects/HumanEvalX\26\ExecutionsExp7Run4\08-22-2024_23h19m49s\JavascriptToC++.c++,JavascriptToC++.c++,3,[[]],[],
C,./Projects/HumanEvalX\26\ExecutionsExp7Run4\08-22-2024_23h19m49s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",[]
C,./Projects/HumanEvalX\26\ExecutionsExp7Run4\08-22-2024_23h19m49s\PythonToC.c,PythonToC.c,3221225477,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",
C,./Projects/HumanEvalX\28\ExecutionsExp7Run4\08-22-2024_23h31m41s\JavascriptToC.c,JavascriptToC.c,0,"[['x', 'y', 'z']]",xyz,x' y' z'
C++,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[], 'john']",[],
C,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\JavascriptToC.c,JavascriptToC.c,0,"[[], 'john']",[],
C++,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\JavaToC++.c++,JavaToC++.c++,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",['xxx']
C,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\JavaToC.c,JavaToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",['xxx']
C,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\PythonToC.c,PythonToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Java,./Projects/HumanEvalX\29\ExecutionsExp7Run4\08-22-2024_23h38m39s\PythonToJava.java,PythonToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
Pascal,./Projects/HumanEvalX\3\ExecutionsExp7Run4\08-22-2024_23h44m59s\C++ToPascal.pas,C++ToPascal.pas,0,"[[1, -1, 2, -2, 5, -5, 4, -5]]",True,False
C#,./Projects/HumanEvalX\3\ExecutionsExp7Run4\08-22-2024_23h44m59s\PythonToC#.cs,PythonToC#.cs,0,[[]],False,Error: Invalid input format.
C,./Projects/HumanEvalX\30\ExecutionsExp7Run4\08-22-2024_23h51m30s\JavascriptToC.c,JavascriptToC.c,0,"[[-1, -2, 4, 5, 6]]","[4, 5, 6]","(4, 5, 6)"
Pascal,./Projects/HumanEvalX\31\ExecutionsExp7Run4\08-22-2024_23h58m31s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[6],False,FALSE
Pascal,./Projects/HumanEvalX\31\ExecutionsExp7Run4\08-22-2024_23h58m31s\PythonToPascal.pas,PythonToPascal.pas,0,[6],False,FALSE
C,./Projects/HumanEvalX\34\ExecutionsExp7Run4\08-23-2024_00h05m54s\JavascriptToC.c,JavascriptToC.c,1,"[[5, 3, 5, 2, 3, 3, 9, 0, 123]]","[0, 2, 3, 5, 9, 123]",
Haskell,./Projects/HumanEvalX\36\ExecutionsExp7Run4\08-23-2024_00h25m50s\JavaToHaskell.hs,JavaToHaskell.hs,0,[78],2,1
Python,./Projects/HumanEvalX\39\ExecutionsExp7Run4\08-23-2024_00h35m44s\C++ToPython.py,C++ToPython.py,0,[1],2,3
Haskell,./Projects/HumanEvalX\39\ExecutionsExp7Run4\08-23-2024_00h35m44s\PythonToHaskell.hs,PythonToHaskell.hs,0,[1],2,3
C#,./Projects/HumanEvalX\4\ExecutionsExp7Run4\08-23-2024_00h45m51s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 666667)"
C,./Projects/HumanEvalX\4\ExecutionsExp7Run4\08-23-2024_00h45m51s\C++ToC.c,C++ToC.c,0,"[[1.0, 2.0, 3.0]]",1e-06,0.22222266666666662
JavaScript,./Projects/HumanEvalX\4\ExecutionsExp7Run4\08-23-2024_00h45m51s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1.0, 2.0, 3.0]]",1e-06,0.3733333333333334
C#,./Projects/HumanEvalX\4\ExecutionsExp7Run4\08-23-2024_00h45m51s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 66666666666667)"
C,./Projects/HumanEvalX\4\ExecutionsExp7Run4\08-23-2024_00h45m51s\PythonToC.c,PythonToC.c,0,"[[1.0, 2.0, 3.0]]",1e-06,0.22222266666666662
Haskell,./Projects/HumanEvalX\40\ExecutionsExp7Run4\08-23-2024_00h55m38s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 3, -2, 1]]",True,False
Pascal,./Projects/HumanEvalX\40\ExecutionsExp7Run4\08-23-2024_00h55m38s\JavaToPascal.pas,JavaToPascal.pas,0,"[[1, 3, 5, 0]]",False,FALSE
C++,./Projects/HumanEvalX\40\ExecutionsExp7Run4\08-23-2024_00h55m38s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 3, -2, 1]]",True,0
C,./Projects/HumanEvalX\40\ExecutionsExp7Run4\08-23-2024_00h55m38s\PythonToC.c,PythonToC.c,3221225477,"[[1, 3, 5, 0]]",False,
JavaScript,./Projects/HumanEvalX\42\ExecutionsExp7Run4\08-23-2024_01h12m51s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[null]
Haskell,./Projects/HumanEvalX\42\ExecutionsExp7Run4\08-23-2024_01h12m51s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[3, 2, 1]]","[4, 3, 2]",Invalid input format.
C++,./Projects/HumanEvalX\43\ExecutionsExp7Run4\08-23-2024_01h20m01s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[1, 3, 5, 0]]",False,
C,./Projects/HumanEvalX\43\ExecutionsExp7Run4\08-23-2024_01h20m01s\JavascriptToC.c,JavascriptToC.c,0,"[[-3, 9, -1, 4, 2, 30]]",False,True
Pascal,./Projects/HumanEvalX\43\ExecutionsExp7Run4\08-23-2024_01h20m01s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 3, 5, 0]]",False,FALSE
C,./Projects/HumanEvalX\43\ExecutionsExp7Run4\08-23-2024_01h20m01s\PythonToC.c,PythonToC.c,0,"[[1, 3, 5, 0]]",False,1
C#,./Projects/HumanEvalX\45\ExecutionsExp7Run4\08-23-2024_01h27m13s\C++ToC#.cs,C++ToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp7Run4\08-23-2024_01h27m13s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp7Run4\08-23-2024_01h27m13s\JavaToC#.cs,JavaToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp7Run4\08-23-2024_01h27m13s\PythonToC#.cs,PythonToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
Haskell,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[5],4,2
Pascal,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[5],4,0
C,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\JavaToC.c,JavaToC.c,0,[5],4,6
Haskell,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\JavaToHaskell.hs,JavaToHaskell.hs,0,[5],4,0
Pascal,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\JavaToPascal.pas,JavaToPascal.pas,0,[5],4,0
Haskell,./Projects/HumanEvalX\46\ExecutionsExp7Run4\08-23-2024_01h35m16s\PythonToHaskell.hs,PythonToHaskell.hs,0,[5],4,0
C#,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\C++ToC#.cs,C++ToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C++,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[3, 1, 2, 4, 5]]",3,
C#,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\JavaToC#.cs,JavaToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\JavaToC.c,JavaToC.c,3221225477,"[[3, 1, 2, 4, 5]]",3,
C#,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\PythonToC#.cs,PythonToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C++,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\PythonToC++.c++,PythonToC++.c++,3,"[[3, 1, 2, 4, 5]]",3,
C,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\PythonToC.c,PythonToC.c,3221225477,"[[3, 1, 2, 4, 5]]",3,
Pascal,./Projects/HumanEvalX\47\ExecutionsExp7Run4\08-23-2024_01h43m19s\PythonToPascal.pas,PythonToPascal.pas,0,"[[3, 1, 2, 4, 5]]",3,5.5
Pascal,./Projects/HumanEvalX\48\ExecutionsExp7Run4\08-23-2024_01h50m16s\JavaToPascal.pas,JavaToPascal.pas,0,[''],True,TRUE
Pascal,./Projects/HumanEvalX\48\ExecutionsExp7Run4\08-23-2024_01h50m16s\PythonToPascal.pas,PythonToPascal.pas,0,[''],True,TRUE
C,./Projects/HumanEvalX\5\ExecutionsExp7Run4\08-23-2024_02h01m36s\JavascriptToC.c,JavascriptToC.c,0,"[[5, 6, 3, 2], 8]","[5, 8, 6, 8, 3, 8, 2]","(5, 8, 6, 8, 3, 8, 2)"
C,./Projects/HumanEvalX\5\ExecutionsExp7Run4\08-23-2024_02h01m36s\JavaToC.c,JavaToC.c,1,"[[], 7]",[],
C++,./Projects/HumanEvalX\5\ExecutionsExp7Run4\08-23-2024_02h01m36s\PythonToC++.c++,PythonToC++.c++,0,"[[5, 6, 3, 2], 8]","[5, 8, 6, 8, 3, 8, 2]",[]
C,./Projects/HumanEvalX\5\ExecutionsExp7Run4\08-23-2024_02h01m36s\PythonToC.c,PythonToC.c,0,"[[], 7]",[],"5 8 6 8 3 8 2 
2 2 2 2 2"
C,./Projects/HumanEvalX\54\ExecutionsExp7Run4\08-23-2024_05h39m13s\C++ToC.c,C++ToC.c,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,False
Haskell,./Projects/HumanEvalX\54\ExecutionsExp7Run4\08-23-2024_05h39m13s\C++ToHaskell.hs,C++ToHaskell.hs,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,False
Java,./Projects/HumanEvalX\54\ExecutionsExp7Run4\08-23-2024_05h39m13s\C++ToJava.java,C++ToJava.java,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,False
Pascal,./Projects/HumanEvalX\54\ExecutionsExp7Run4\08-23-2024_05h39m13s\JavaToPascal.pas,JavaToPascal.pas,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,TRUE
C,./Projects/HumanEvalX\54\ExecutionsExp7Run4\08-23-2024_05h39m13s\PythonToC.c,PythonToC.c,0,"['eabcd', 'dddddddabc']",False,True
Pascal,./Projects/HumanEvalX\55\ExecutionsExp7Run4\08-23-2024_05h43m14s\JavaToPascal.pas,JavaToPascal.pas,0,[10],55,0
Pascal,./Projects/HumanEvalX\56\ExecutionsExp7Run4\08-23-2024_05h48m30s\JavaToPascal.pas,JavaToPascal.pas,0,['<>'],True,TRUE
Pascal,./Projects/HumanEvalX\56\ExecutionsExp7Run4\08-23-2024_05h48m30s\PythonToPascal.pas,PythonToPascal.pas,0,['<>'],True,TRUE
C++,./Projects/HumanEvalX\57\ExecutionsExp7Run4\08-23-2024_05h54m23s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[1, 2, 4, 10]]",True,
C,./Projects/HumanEvalX\57\ExecutionsExp7Run4\08-23-2024_05h54m23s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 20, 4, 10]]",False,True
Haskell,./Projects/HumanEvalX\57\ExecutionsExp7Run4\08-23-2024_05h54m23s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 4, 10]]",True,"[True, True, False, True, True, False, True, True]"
C,./Projects/HumanEvalX\57\ExecutionsExp7Run4\08-23-2024_05h54m23s\PythonToC.c,PythonToC.c,0,"[[4, 1, 0, -10]]",True,False
Pascal,./Projects/HumanEvalX\57\ExecutionsExp7Run4\08-23-2024_05h54m23s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2, 4, 10]]",True,TRUE
C++,./Projects/HumanEvalX\58\ExecutionsExp7Run4\08-23-2024_06h00m32s\JavaToC++.c++,JavaToC++.c++,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]","[1, 2, 3, 4, 5, 34, 653]"
C,./Projects/HumanEvalX\58\ExecutionsExp7Run4\08-23-2024_06h00m32s\PythonToC.c,PythonToC.c,0,"[[5, 3, 2, 8], [3, 2]]","[2, 3]","[1, 5, 653]"
Haskell,./Projects/HumanEvalX\59\ExecutionsExp7Run4\08-23-2024_06h06m18s\C++ToHaskell.hs,C++ToHaskell.hs,0,[15],5,1
JavaScript,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\C++ToJavascript.js,C++ToJavascript.js,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]","[[2, 3, 1, 3]]"
C#,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\JavascriptToC#.cs,JavascriptToC#.cs,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]",[3]
C++,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\JavascriptToC++.c++,JavascriptToC++.c++,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]",2 3 1 3
C,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\JavascriptToC.c,JavascriptToC.c,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]",3
C#,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\JavaToC#.cs,JavaToC#.cs,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]","(2, 3, 1, 3)"
C,./Projects/HumanEvalX\6\ExecutionsExp7Run4\08-23-2024_06h11m54s\PythonToC.c,PythonToC.c,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]","(2, 3, 1, 3)"
JavaScript,./Projects/HumanEvalX\62\ExecutionsExp7Run4\08-23-2024_06h22m40s\C++ToJavascript.js,C++ToJavascript.js,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","[0, 2, 0, 8, 0, 24, 0, 40]"
C++,./Projects/HumanEvalX\62\ExecutionsExp7Run4\08-23-2024_06h22m40s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","(1, 4, 12, 20)"
C++,./Projects/HumanEvalX\62\ExecutionsExp7Run4\08-23-2024_06h22m40s\PythonToC++.c++,PythonToC++.c++,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]",[]
C,./Projects/HumanEvalX\62\ExecutionsExp7Run4\08-23-2024_06h22m40s\PythonToC.c,PythonToC.c,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","(1, 4, 12, 20)"
Haskell,./Projects/HumanEvalX\62\ExecutionsExp7Run4\08-23-2024_06h22m40s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","[3, 2, 6, 16, 25]"
Pascal,./Projects/HumanEvalX\63\ExecutionsExp7Run4\08-23-2024_06h28m35s\JavaToPascal.pas,JavaToPascal.pas,0,[2],1,0
C,./Projects/HumanEvalX\65\ExecutionsExp7Run4\08-23-2024_06h38m47s\C++ToC.c,C++ToC.c,0,"[12, 2]",12,21
Haskell,./Projects/HumanEvalX\65\ExecutionsExp7Run4\08-23-2024_06h38m47s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[97, 8]",79,97
JavaScript,./Projects/HumanEvalX\66\ExecutionsExp7Run4\08-23-2024_06h44m03s\PythonToJavascript.js,PythonToJavascript.js,0,[' How are yOu?'],151,310
JavaScript,./Projects/HumanEvalX\67\ExecutionsExp7Run4\08-23-2024_06h49m07s\PythonToJavascript.js,PythonToJavascript.js,0,"['5 apples and 6 oranges', 19]",8,-14
C#,./Projects/HumanEvalX\68\ExecutionsExp7Run4\08-23-2024_06h54m28s\C++ToC#.cs,C++ToC#.cs,0,[[]],[],"[0, 0]"
JavaScript,./Projects/HumanEvalX\68\ExecutionsExp7Run4\08-23-2024_06h54m28s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],"[0, 0]"
C,./Projects/HumanEvalX\68\ExecutionsExp7Run4\08-23-2024_06h54m28s\JavascriptToC.c,JavascriptToC.c,0,"[[4, 2, 3]]","[2, 1]","[2, 0]"
C,./Projects/HumanEvalX\68\ExecutionsExp7Run4\08-23-2024_06h54m28s\JavaToC.c,JavaToC.c,0,[[]],[],"[0, 0]"
Haskell,./Projects/HumanEvalX\68\ExecutionsExp7Run4\08-23-2024_06h54m28s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3]]","[2, 1]","[2, 0]"
JavaScript,./Projects/HumanEvalX\69\ExecutionsExp7Run4\08-23-2024_07h00m01s\C++ToJavascript.js,C++ToJavascript.js,0,"[[5, 5, 5, 5, 1]]",1,0
JavaScript,./Projects/HumanEvalX\69\ExecutionsExp7Run4\08-23-2024_07h00m01s\PythonToJavascript.js,PythonToJavascript.js,0,"[[5, 5, 5, 5, 1]]",1,Enter an array in the format [[...]]:
C,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\C++ToC.c,C++ToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Pascal,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\C++ToPascal.pas,C++ToPascal.pas,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx','xxxAAA','xxx]"
C,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\JavascriptToC.c,JavascriptToC.c,1,"[[], 'john']",[],Unsupported JSON input format
Java,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\JavascriptToJava.java,JavascriptToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
C++,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\JavaToC++.c++,JavaToC++.c++,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","['xxx', ' xxxAAA', ' xxx']"
C,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\JavaToC.c,JavaToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[''xxx'', ''xxxAAA'', ''xxx'']"
C++,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\PythonToC++.c++,PythonToC++.c++,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","['xxx, xxxAAA, xxx']"
C,./Projects/HumanEvalX\7\ExecutionsExp7Run4\08-23-2024_07h06m21s\PythonToC.c,PythonToC.c,0,"[[], 'john']",[],
JavaScript,./Projects/HumanEvalX\70\ExecutionsExp7Run4\08-23-2024_07h12m03s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
C++,./Projects/HumanEvalX\70\ExecutionsExp7Run4\08-23-2024_07h12m03s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[1, 2, 3, 4]]","[1, 4, 2, 3]",
Haskell,./Projects/HumanEvalX\70\ExecutionsExp7Run4\08-23-2024_07h12m03s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[5, 5, 5, 5]]","[5, 5, 5, 5]",[5]
Haskell,./Projects/HumanEvalX\70\ExecutionsExp7Run4\08-23-2024_07h12m03s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[5, 5, 5, 5]]","[5, 5, 5, 5]",[5]
Pascal,./Projects/HumanEvalX\70\ExecutionsExp7Run4\08-23-2024_07h12m03s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2, 3, 4]]","[1, 4, 2, 3]","Enter the number of elements in array: 
Enter elements (space separated): 
Output:"
C#,./Projects/HumanEvalX\71\ExecutionsExp7Run4\08-23-2024_07h17m54s\C++ToC#.cs,C++ToC#.cs,0,"[4, 8, 5]",0.01,"(8, 181534)"
C#,./Projects/HumanEvalX\71\ExecutionsExp7Run4\08-23-2024_07h17m54s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
Java,./Projects/HumanEvalX\71\ExecutionsExp7Run4\08-23-2024_07h17m54s\JavascriptToJava.java,JavascriptToJava.java,0,"[3, 4, 5]",6.0,Please enter valid integers.
C#,./Projects/HumanEvalX\71\ExecutionsExp7Run4\08-23-2024_07h17m54s\JavaToC#.cs,JavaToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
C#,./Projects/HumanEvalX\71\ExecutionsExp7Run4\08-23-2024_07h17m54s\PythonToC#.cs,PythonToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
Pascal,./Projects/HumanEvalX\73\ExecutionsExp7Run4\08-23-2024_07h23m29s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2, 3, 4, 3, 2, 2]]",1,4
C,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\C++ToC.c,C++ToC.c,3221226356,"[[], []]",[],
Java,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\C++ToJava.java,C++ToJava.java,0,"[[], []]",[],['']
JavaScript,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\C++ToJavascript.js,C++ToJavascript.js,0,"[[], []]",[],['']
C,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\JavascriptToC.c,JavascriptToC.c,0,"[[], []]",[],"['hI', 'Hi']"
C++,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\JavaToC++.c++,JavaToC++.c++,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']","[''hi'', ''hi'']"
C++,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\PythonToC++.c++,PythonToC++.c++,0,"[[], []]",[],['']
C,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\PythonToC.c,PythonToC.c,0,"[[], []]",[],
Java,./Projects/HumanEvalX\74\ExecutionsExp7Run4\08-23-2024_07h29m03s\PythonToJava.java,PythonToJava.java,0,"[[], []]",[],"[hi, hi]"
Haskell,./Projects/HumanEvalX\75\ExecutionsExp7Run4\08-23-2024_07h35m35s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[8],True,False
