language,File Path,C++ToC.c,returncode,input,Expected,actualy
C++,./Projects/HumanEvalX\68\ExecutionsExp5Run1\08-16-2024_01h02m01s\PythonToC++.c++,PythonToC++.c++,0,"[[4, 2, 3]]","[2, 1]",[]
C++,./Projects/HumanEvalX\85\ExecutionsExp5Run1\08-16-2024_01h24m01s\PythonToC++.c++,PythonToC++.c++,3,"[[4, 88]]",88,
C++,./Projects/HumanEvalX\81\ExecutionsExp5Run1\08-16-2024_01h18m46s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']",
C++,./Projects/HumanEvalX\146\ExecutionsExp5Run1\08-15-2024_23h45m37s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[5, -2, 1, -5]]",0,
C++,./Projects/HumanEvalX\70\ExecutionsExp5Run1\08-16-2024_01h07m03s\JavaToC++.c++,JavaToC++.c++,0,"[[5, 5, 5, 5]]","[5, 5, 5, 5]",[5]
C++,./Projects/HumanEvalX\126\ExecutionsExp5Run1\08-15-2024_23h18m03s\JavaToC++.c++,JavaToC++.c++,0,[[5]],True,False
C++,./Projects/HumanEvalX\126\ExecutionsExp5Run1\08-15-2024_23h18m03s\PythonToC++.c++,PythonToC++.c++,3,[[5]],True,
C++,./Projects/HumanEvalX\26\ExecutionsExp5Run1\08-16-2024_00h19m08s\JavascriptToC++.c++,JavascriptToC++.c++,3,[[]],[],
C++,./Projects/HumanEvalX\3\ExecutionsExp5Run1\08-16-2024_00h24m35s\PythonToC++.c++,PythonToC++.c++,3,[[]],False,
C++,./Projects/HumanEvalX\42\ExecutionsExp5Run1\08-16-2024_00h36m48s\PythonToC++.c++,PythonToC++.c++,0,[[]],[],[[]]
C++,./Projects/HumanEvalX\9\ExecutionsExp5Run1\08-16-2024_01h29m31s\JavascriptToC++.c++,JavascriptToC++.c++,3,[[]],[],
Haskell,./Projects/HumanEvalX\14\ExecutionsExp5Run1\08-15-2024_23h34m17s\C++ToHaskell.hs,C++ToHaskell.hs,0,[''],[],['']
Haskell,./Projects/HumanEvalX\14\ExecutionsExp5Run1\08-15-2024_23h34m17s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[''],[],
Haskell,./Projects/HumanEvalX\1\ExecutionsExp5Run1\08-15-2024_22h40m02s\JavaToHaskell.hs,JavaToHaskell.hs,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","['(()())', '((()))', '()', '((())()())'"
Haskell,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['-15.5'],-16,-15
Haskell,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\JavaToHaskell.hs,JavaToHaskell.hs,0,['14.5'],15,14
Haskell,./Projects/HumanEvalX\101\ExecutionsExp5Run1\08-15-2024_22h44m49s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"['Hi, my name is John']","['Hi', 'my', 'name', 'is', 'John']","['John', 'is', 'name', 'my', 'Hi']"
Haskell,./Projects/HumanEvalX\91\ExecutionsExp5Run1\08-16-2024_01h31m12s\C++ToHaskell.hs,C++ToHaskell.hs,0,['Is the sky blue?'],0,1
Haskell,./Projects/HumanEvalX\140\ExecutionsExp5Run1\08-15-2024_23h35m34s\PythonToHaskell.hs,PythonToHaskell.hs,0,['Mudasir Hanif '],Mudasir_Hanif_,MudasirHanif
Haskell,./Projects/HumanEvalX\93\ExecutionsExp5Run1\08-16-2024_01h32m31s\PythonToHaskell.hs,PythonToHaskell.hs,0,['TEST'],tgst,TgST
Haskell,./Projects/HumanEvalX\143\ExecutionsExp5Run1\08-15-2024_23h41m03s\PythonToHaskell.hs,PythonToHaskell.hs,0,['This is a test'],is,is a
Haskell,./Projects/HumanEvalX\98\ExecutionsExp5Run1\08-16-2024_01h36m42s\C++ToHaskell.hs,C++ToHaskell.hs,0,['U'],1,0
Haskell,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\JavaToHaskell.hs,JavaToHaskell.hs,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,__YESIMHERE.NuLl__
Haskell,./Projects/HumanEvalX\132\ExecutionsExp5Run1\08-15-2024_23h25m52s\C++ToHaskell.hs,C++ToHaskell.hs,0,['[[]]'],True,False
Haskell,./Projects/HumanEvalX\132\ExecutionsExp5Run1\08-15-2024_23h25m52s\JavaToHaskell.hs,JavaToHaskell.hs,0,['[[]]'],True,False
Haskell,./Projects/HumanEvalX\132\ExecutionsExp5Run1\08-15-2024_23h25m52s\PythonToHaskell.hs,PythonToHaskell.hs,0,['[]]]]]]][[[[[]'],False,True
Haskell,./Projects/HumanEvalX\98\ExecutionsExp5Run1\08-16-2024_01h36m42s\PythonToHaskell.hs,PythonToHaskell.hs,0,['aBCdEf'],1,0
Haskell,./Projects/HumanEvalX\118\ExecutionsExp5Run1\08-15-2024_23h05m41s\JavaToHaskell.hs,JavaToHaskell.hs,0,['ali'],,i
Haskell,./Projects/HumanEvalX\54\ExecutionsExp5Run1\08-16-2024_00h46m08s\JavaToHaskell.hs,JavaToHaskell.hs,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,False
Haskell,./Projects/HumanEvalX\54\ExecutionsExp5Run1\08-16-2024_00h46m08s\PythonToHaskell.hs,PythonToHaskell.hs,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,False
Haskell,./Projects/HumanEvalX\134\ExecutionsExp5Run1\08-15-2024_23h29m14s\JavaToHaskell.hs,JavaToHaskell.hs,0,['eeeee e '],False,True
Haskell,./Projects/HumanEvalX\141\ExecutionsExp5Run1\08-15-2024_23h37m22s\JavaToHaskell.hs,JavaToHaskell.hs,0,['final..txt'],No,Yes
Haskell,./Projects/HumanEvalX\10\ExecutionsExp5Run1\08-15-2024_22h41m56s\PythonToHaskell.hs,PythonToHaskell.hs,0,['x'],x,xx
Haskell,./Projects/HumanEvalX\118\ExecutionsExp5Run1\08-15-2024_23h05m41s\PythonToHaskell.hs,PythonToHaskell.hs,0,['yogurt'],u,o
Haskell,./Projects/HumanEvalX\84\ExecutionsExp5Run1\08-16-2024_01h22m58s\C++ToHaskell.hs,C++ToHaskell.hs,0,[150],110,011
Haskell,./Projects/HumanEvalX\84\ExecutionsExp5Run1\08-16-2024_01h22m58s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[150],110,011
Haskell,./Projects/HumanEvalX\156\ExecutionsExp5Run1\08-15-2024_23h57m21s\C++ToHaskell.hs,C++ToHaskell.hs,0,[19],xix,xx
Haskell,./Projects/HumanEvalX\39\ExecutionsExp5Run1\08-16-2024_00h32m00s\C++ToHaskell.hs,C++ToHaskell.hs,0,[1],2,1
Haskell,./Projects/HumanEvalX\39\ExecutionsExp5Run1\08-16-2024_00h32m00s\JavaToHaskell.hs,JavaToHaskell.hs,0,[1],2,3
Haskell,./Projects/HumanEvalX\79\ExecutionsExp5Run1\08-16-2024_01h15m17s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[32],db100000db,db000001db
Haskell,./Projects/HumanEvalX\79\ExecutionsExp5Run1\08-16-2024_01h15m17s\JavaToHaskell.hs,JavaToHaskell.hs,0,[32],db100000db,db000001db
Haskell,./Projects/HumanEvalX\100\ExecutionsExp5Run1\08-15-2024_22h43m31s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[3],"[3, 5, 7]","[4, 6, 8]"
Haskell,./Projects/HumanEvalX\159\ExecutionsExp5Run1\08-16-2024_00h02m07s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[5, 6, 10]","[11, 4]","(11, 4)"
Haskell,./Projects/HumanEvalX\106\ExecutionsExp5Run1\08-15-2024_22h52m22s\C++ToHaskell.hs,C++ToHaskell.hs,0,[5],"[1, 2, 6, 24, 15]","[1, 1, 4, 2, 9]"
Haskell,./Projects/HumanEvalX\106\ExecutionsExp5Run1\08-15-2024_22h52m22s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[5],"[1, 2, 6, 24, 15]","[1, 1, 4, 2, 9]"
Haskell,./Projects/HumanEvalX\46\ExecutionsExp5Run1\08-16-2024_00h40m12s\JavaToHaskell.hs,JavaToHaskell.hs,0,[5],4,744
Haskell,./Projects/HumanEvalX\46\ExecutionsExp5Run1\08-16-2024_00h40m12s\PythonToHaskell.hs,PythonToHaskell.hs,0,[5],4,0
Haskell,./Projects/HumanEvalX\36\ExecutionsExp5Run1\08-16-2024_00h30m58s\C++ToHaskell.hs,C++ToHaskell.hs,0,[78],2,1
Haskell,./Projects/HumanEvalX\65\ExecutionsExp5Run1\08-16-2024_00h58m44s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[97, 8]",79,97
Haskell,./Projects/HumanEvalX\113\ExecutionsExp5Run1\08-15-2024_23h01m14s\C++ToHaskell.hs,C++ToHaskell.hs,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],"['the number of odd elements 4n the str7ng 7 of the 7nput.', 'the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 8n the str8ng 8 of the 8nput.', 'the number of odd elements 2n the str3ng 3 of the 3nput.', 'the number of odd elements 3n the str3ng 3 of the 3nput.', 'the number of odd elements 2n the str3ng 3 of the 3nput.']"
Haskell,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[5, -3, -4]"
Haskell,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[5, -3, -4]"
Haskell,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[[-4, -3, 5], [4, 4], [2], [2, 20, 123], [0, 1, 2, 20], [-13, -8, 0, 0, 3, 5, 15], [3, 5], [5], [-4, 4], [-10, 10], []]"
Haskell,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[5, -3, -4]"
Haskell,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
Haskell,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[1, -1, 11, -11, -12]"
Haskell,./Projects/HumanEvalX\9\ExecutionsExp5Run1\08-16-2024_01h29m31s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]","[1, 1, 2, 3, 4]"
Haskell,./Projects/HumanEvalX\142\ExecutionsExp5Run1\08-15-2024_23h39m15s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3]]",6,Invalid input format
Haskell,./Projects/HumanEvalX\135\ExecutionsExp5Run1\08-15-2024_23h30m50s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1, 2, 4, 3, 5]]",3,2
Haskell,./Projects/HumanEvalX\135\ExecutionsExp5Run1\08-15-2024_23h30m50s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 4, 3, 5]]",3,-1
Haskell,./Projects/HumanEvalX\57\ExecutionsExp5Run1\08-16-2024_00h49m08s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 20, 4, 10]]",False,True
Haskell,./Projects/HumanEvalX\40\ExecutionsExp5Run1\08-16-2024_00h34m42s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 3, -2, 1]]",True,False
Haskell,./Projects/HumanEvalX\58\ExecutionsExp5Run1\08-16-2024_00h50m34s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]","[1,5,653]
[2,3]
[2,3,4]
[]"
Haskell,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1]",True,False
Haskell,./Projects/HumanEvalX\20\ExecutionsExp5Run1\08-16-2024_00h12m46s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[1.0, 5.0]"
Haskell,./Projects/HumanEvalX\62\ExecutionsExp5Run1\08-16-2024_00h55m26s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","[3, 2, 6, 16, 25]"
Haskell,./Projects/HumanEvalX\85\ExecutionsExp5Run1\08-16-2024_01h24m01s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[4, 88]]",88,Invalid input format
Haskell,./Projects/HumanEvalX\81\ExecutionsExp5Run1\08-16-2024_01h18m46s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Haskell,./Projects/HumanEvalX\81\ExecutionsExp5Run1\08-16-2024_01h18m46s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Haskell,./Projects/HumanEvalX\5\ExecutionsExp5Run1\08-16-2024_00h44m32s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[5, 6, 3, 2], 8]","[5, 8, 6, 8, 3, 8, 2]","[5, 8, 6, 8, 3, 8, 2, 2]"
Haskell,./Projects/HumanEvalX\121\ExecutionsExp5Run1\08-15-2024_23h11m06s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[5, 8, 7, 1]]",12,Invalid input
Haskell,./Projects/HumanEvalX\8\ExecutionsExp5Run1\08-16-2024_01h16m15s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[[]],"[0, 1]","(0, 1)"
Haskell,./Projects/HumanEvalX\9\ExecutionsExp5Run1\08-16-2024_01h29m31s\PythonToHaskell.hs,PythonToHaskell.hs,0,[[]],[],
Java,./Projects/HumanEvalX\1\ExecutionsExp5Run1\08-15-2024_22h40m02s\JavascriptToJava.java,JavascriptToJava.java,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","[(()()), ((())), (), ((())()())]"
Java,./Projects/HumanEvalX\1\ExecutionsExp5Run1\08-15-2024_22h40m02s\JavascriptToJava.java,JavascriptToJava.java,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","[(()()), ((())), (), ((())()())]"
Java,./Projects/HumanEvalX\1\ExecutionsExp5Run1\08-15-2024_22h40m02s\PythonToJava.java,PythonToJava.java,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","[(()()), ((())), (), ((())()())]"
Java,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\C++ToJava.java,C++ToJava.java,0,['-15.5'],-16,-15
Java,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\JavascriptToJava.java,JavascriptToJava.java,0,['-15.5'],-16,-14
Java,./Projects/HumanEvalX\101\ExecutionsExp5Run1\08-15-2024_22h44m49s\JavascriptToJava.java,JavascriptToJava.java,0,"['Hi, my name is John']","['Hi', 'my', 'name', 'is', 'John']","[Hi, my, name, is, John]"
Java,./Projects/HumanEvalX\101\ExecutionsExp5Run1\08-15-2024_22h44m49s\PythonToJava.java,PythonToJava.java,0,"['Hi, my name is John']","['Hi', 'my', 'name', 'is', 'John']","[Hi, my, name, is, John]"
Java,./Projects/HumanEvalX\93\ExecutionsExp5Run1\08-16-2024_01h32m31s\PythonToJava.java,PythonToJava.java,0,['TEST'],tgst,tGst
Java,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\PythonToJava.java,PythonToJava.java,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Watashi. eIGHt8OKe
Java,./Projects/HumanEvalX\14\ExecutionsExp5Run1\08-15-2024_23h34m17s\JavascriptToJava.java,JavascriptToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
Java,./Projects/HumanEvalX\14\ExecutionsExp5Run1\08-15-2024_23h34m17s\PythonToJava.java,PythonToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
Java,./Projects/HumanEvalX\134\ExecutionsExp5Run1\08-15-2024_23h29m14s\PythonToJava.java,PythonToJava.java,0,['eeeee e '],False,True
Java,./Projects/HumanEvalX\19\ExecutionsExp5Run1\08-16-2024_00h09m56s\JavascriptToJava.java,JavascriptToJava.java,0,['five zero four seven nine eight'],zero four five seven eight nine,five zero four seven nine eight
Java,./Projects/HumanEvalX\118\ExecutionsExp5Run1\08-15-2024_23h05m41s\JavascriptToJava.java,JavascriptToJava.java,0,['yogurt'],u,
Java,./Projects/HumanEvalX\119\ExecutionsExp5Run1\08-15-2024_23h07m13s\PythonToJava.java,PythonToJava.java,0,"[['()(', ')']]",Yes,No
Java,./Projects/HumanEvalX\113\ExecutionsExp5Run1\08-15-2024_23h01m14s\JavascriptToJava.java,JavascriptToJava.java,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[the number of odd elements 6n the str6ng 6 of the 6nput.]
Java,./Projects/HumanEvalX\113\ExecutionsExp5Run1\08-15-2024_23h01m14s\PythonToJava.java,PythonToJava.java,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[the number of odd elements 4n the str4ng 4 of the 4nput.]
Java,./Projects/HumanEvalX\149\ExecutionsExp5Run1\08-15-2024_23h48m57s\JavascriptToJava.java,JavascriptToJava.java,0,"[['aa', 'a', 'aaa']]",['aa'],"['a', 'aa', 'aaa']"
Java,./Projects/HumanEvalX\149\ExecutionsExp5Run1\08-15-2024_23h48m57s\PythonToJava.java,PythonToJava.java,0,"[['aa', 'a', 'aaa']]",['aa'],"[aa', 'a', 'aaa]"
Java,./Projects/HumanEvalX\149\ExecutionsExp5Run1\08-15-2024_23h48m57s\C++ToJava.java,C++ToJava.java,0,"[['aaaa', 'bbbb', 'dd', 'cc']]","['cc', 'dd', 'aaaa', 'bbbb']","['aaaa', 'bbbb', 'cc', 'dd']"
Java,./Projects/HumanEvalX\74\ExecutionsExp5Run1\08-16-2024_01h11m16s\JavascriptToJava.java,JavascriptToJava.java,0,"[['hi', 'admin'], ['hI', 'hi', 'hi']]","['hI', 'hi', 'hi']","['hi', 'admin']"
Java,./Projects/HumanEvalX\158\ExecutionsExp5Run1\08-16-2024_00h00m13s\JavascriptToJava.java,JavascriptToJava.java,0,"[['name', 'of', 'string']]",string,play
Java,./Projects/HumanEvalX\29\ExecutionsExp5Run1\08-16-2024_00h23m01s\JavascriptToJava.java,JavascriptToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Java,./Projects/HumanEvalX\29\ExecutionsExp5Run1\08-16-2024_00h23m01s\PythonToJava.java,PythonToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Java,./Projects/HumanEvalX\7\ExecutionsExp5Run1\08-16-2024_01h05m22s\JavascriptToJava.java,JavascriptToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
Java,./Projects/HumanEvalX\116\ExecutionsExp5Run1\08-15-2024_23h03m31s\JavascriptToJava.java,JavascriptToJava.java,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -4, -5, -3, -2]"
Java,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\PythonToJava.java,PythonToJava.java,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","(-4, -3, 5)"
Java,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -11, 1, -12, 11]
[0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457]
[]
[-3, -32, -98, -11, 1, 2, 43, 54]
[1, 10, 2, 11, 3, 4, 5, 6, 7, 8, 9]
[-76, -21, 0, 4, 23, 6, 6]"
Java,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\PythonToJava.java,PythonToJava.java,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
Java,./Projects/HumanEvalX\110\ExecutionsExp5Run1\08-15-2024_22h59m12s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3, 4], [1, 5, 3, 4]]",NO,YES
Java,./Projects/HumanEvalX\57\ExecutionsExp5Run1\08-16-2024_00h49m08s\PythonToJava.java,PythonToJava.java,0,"[[1, 20, 4, 10]]",False,True
Java,./Projects/HumanEvalX\40\ExecutionsExp5Run1\08-16-2024_00h34m42s\PythonToJava.java,PythonToJava.java,0,"[[1, 3, -2, 1]]",True,False
Java,./Projects/HumanEvalX\58\ExecutionsExp5Run1\08-16-2024_00h50m34s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]","[1, 5, 653]
[2, 3]
[2, 3, 4]
[]"
Java,./Projects/HumanEvalX\4\ExecutionsExp5Run1\08-16-2024_00h33m26s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1.0, 2.0, 3.0]]",1e-06,0.4444444444444443
Java,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\PythonToJava.java,PythonToJava.java,0,"[[1.0, 2.0, 5.9, 4.0, 5.0], 0.8]",False,True
Java,./Projects/HumanEvalX\104\ExecutionsExp5Run1\08-15-2024_22h47m41s\JavascriptToJava.java,JavascriptToJava.java,0,"[[152, 323, 1422, 10]]",[],"[1, 15, 33]"
Java,./Projects/HumanEvalX\104\ExecutionsExp5Run1\08-15-2024_22h47m41s\PythonToJava.java,PythonToJava.java,0,"[[152, 323, 1422, 10]]",[],"[1, 15, 33]"
Java,./Projects/HumanEvalX\105\ExecutionsExp5Run1\08-15-2024_22h49m47s\JavascriptToJava.java,JavascriptToJava.java,0,"[[2, 1, 1, 4, 5, 8, 2, 3]]","['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']","[Eight, Five, Four, Three, Two, Two, One, One]"
Java,./Projects/HumanEvalX\105\ExecutionsExp5Run1\08-15-2024_22h49m47s\PythonToJava.java,PythonToJava.java,0,"[[2, 1, 1, 4, 5, 8, 2, 3]]","['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']","[Eight, Five, Four, Three, Two, Two, One, One]"
Java,./Projects/HumanEvalX\68\ExecutionsExp5Run1\08-16-2024_01h02m01s\C++ToJava.java,C++ToJava.java,0,"[[4, 2, 3]]","[2, 1]","[1, 2]"
Java,./Projects/HumanEvalX\85\ExecutionsExp5Run1\08-16-2024_01h24m01s\PythonToJava.java,PythonToJava.java,0,"[[4, 5, 6, 7, 2, 122]]",122,88
Java,./Projects/HumanEvalX\81\ExecutionsExp5Run1\08-16-2024_01h18m46s\PythonToJava.java,PythonToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Java,./Projects/HumanEvalX\58\ExecutionsExp5Run1\08-16-2024_00h50m34s\PythonToJava.java,PythonToJava.java,0,"[[5, 3, 2, 8], [3, 2]]","[2, 3]","[1, 5, 653]"
Java,./Projects/HumanEvalX\5\ExecutionsExp5Run1\08-16-2024_00h44m32s\PythonToJava.java,PythonToJava.java,0,"[[], 7]",[],"[5, 8, 6, 8, 3, 8, 2]"
Java,./Projects/HumanEvalX\74\ExecutionsExp5Run1\08-16-2024_01h11m16s\PythonToJava.java,PythonToJava.java,0,"[[], []]",[],[[]]
Java,./Projects/HumanEvalX\28\ExecutionsExp5Run1\08-16-2024_00h21m48s\PythonToJava.java,PythonToJava.java,0,[[]],,[]
JavaScript,./Projects/HumanEvalX\66\ExecutionsExp5Run1\08-16-2024_00h59m47s\PythonToJavascript.js,PythonToJavascript.js,0,[' How are yOu?'],151,310
JavaScript,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\C++ToJavascript.js,C++ToJavascript.js,0,['-15.5'],-16,-15
JavaScript,./Projects/HumanEvalX\124\ExecutionsExp5Run1\08-15-2024_23h15m48s\JavaToJavascript.js,JavaToJavascript.js,0,['04-0-2040'],False,True
JavaScript,./Projects/HumanEvalX\67\ExecutionsExp5Run1\08-16-2024_01h00m43s\JavaToJavascript.js,JavaToJavascript.js,0,"['5 apples and 6 oranges', 19]",8,"8
10
2
2
95
0
19"
JavaScript,./Projects/HumanEvalX\91\ExecutionsExp5Run1\08-16-2024_01h31m12s\PythonToJavascript.js,PythonToJavascript.js,0,['Hello world'],0,
JavaScript,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\C++ToJavascript.js,C++ToJavascript.js,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,
JavaScript,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\JavaToJavascript.js,JavaToJavascript.js,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,"Watashi.eIGHt8OKe
Boku123.YEs.WeCaNe
__YESIMHERE.NuLl__
K.TAR
__HAHA.123
YameRore.okIWILL123
finNNalLLly.WoW
_.Bb
Sp.671235"
JavaScript,./Projects/HumanEvalX\141\ExecutionsExp5Run1\08-15-2024_23h37m22s\JavaToJavascript.js,JavaToJavascript.js,0,['_Y.txt'],No,Yes
JavaScript,./Projects/HumanEvalX\98\ExecutionsExp5Run1\08-16-2024_01h36m42s\JavaToJavascript.js,JavaToJavascript.js,0,['aBCdEf'],1,2
JavaScript,./Projects/HumanEvalX\131\ExecutionsExp5Run1\08-15-2024_23h24m39s\C++ToJavascript.js,C++ToJavascript.js,0,[5],5,-43
JavaScript,./Projects/HumanEvalX\119\ExecutionsExp5Run1\08-15-2024_23h07m13s\C++ToJavascript.js,C++ToJavascript.js,0,"[['()(', ')']]",Yes,"No
Yes
No
No
No
No
No
No
No
Yes
Yes
Yes"
JavaScript,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]",1
